Painting ID,Location,Location Type,Rack,Artist,Title,Height,Width,Depth,Dimension
2006.3.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 19A",Screen, 19A,Claire Wagner Kosterlitz,"Airplanes Over the Road Ahead VII, 20th century",17.52,11.5,,"Image (sight): 17 1/2 x 11 1/2 inches (44.5 x 29.2 cm)
Frame: 22 3/4 x 16 3/4 x 7/8 inches (57.8 x 42.5 x 2.2 cm)"
2006.4.1,"Nasher Museum Building, Room 013 Carpentry Shop",,,Olafur Eliasson,"The uncertain museum, 2004",115.98,175.0,,116 x 175 inches (294.6 x 444.5 cm)
2006.5.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 43B",Screen, 43B,"Andy Warhol
Born in Pittsburgh, Pennsylvania, 1928-1987","Mao, 1972",35.98,35.98,,"Image: 36 x 36 inches (91.4 x 91.4 cm)
Sheet: 36 x 36 inches (91.4 x 91.4 cm)
Mount: 39 x 39 inches (99.1 x 99.1 cm)
Frame: 40 x 40 x 1 3/4 inches (101.6 x 101.6 x 4.4 cm)"
2006.5.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 43A",Screen, 43A,"Andy Warhol
Born in Pittsburgh, Pennsylvania, 1928-1987","Mao, 1972",35.98,35.98,,"Image: 36 x 36 inches (91.4 x 91.4 cm)
Sheet: 36 x 36 inches (91.4 x 91.4 cm)
Mount: 39 x 39 inches (99.1 x 99.1 cm)
Frame: 40 x 40 x 1 3/4 inches (101.6 x 101.6 x 4.4 cm)"
2006.7.1.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 21A",Screen, 21A,Kara Walker,"Crest of Pine Mountain, Where General Polk Fell from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,,"image: 16 15/16 x 34 7/16 inches (43 x 87.5 cm)
Frame: 42 1/8 × 56 1/8 × 2 inches (107 × 142.6 × 5.1 cm)
Sheet: 39 × 53 inches (99.1 × 134.6 cm)"
2006.7.1.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 21A",Screen, 21A,Kara Walker,"Occupation of Alexandria from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,,"image: 16 15/16 x 34 7/16 inches (43 x 87.5 cm)
Sheet: 39 × 53 inches (99.1 × 134.6 cm)
Frame: 42 1/8 × 56 1/8 × 2 inches (107 × 142.6 × 5.1 cm)"
2006.7.1.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 21A",Screen, 21A,Kara Walker,"Deadbrook after the Battle of Ezra's Church from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,,"image: 16 15/16 x 34 7/16 inches (43 x 87.5 cm)
Frame: 42 1/8 × 56 1/8 × 2 inches (107 × 142.6 × 5.1 cm)
Sheet: 39 × 53 inches (99.1 × 134.6 cm)"
2006.7.1.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 04B",Screen, 04B,Kara Walker,"Banks's Army Leaving Simmsport from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,,"image: 16 15/16 x 34 7/16 inches (43 x 87.5 cm)
Sheet: 39 × 53 inches (99.1 × 134.6 cm)
Frame: 42 1/8 × 56 1/8 × 2 inches (107 × 142.6 × 5.1 cm)"
2006.7.1.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 21B",Screen, 21B,Kara Walker,"Foote's Gun-Boats Ascending to Attack Fort Henry from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,,"image: 16 15/16 x 34 7/16 inches (43 x 87.5 cm)
Sheet: 39 × 53 inches (99.1 × 134.6 cm)
Frame: 42 1/8 × 56 1/8 × 2 inches (107 × 142.6 × 5.1 cm)"
2006.7.1.6,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 04B",Screen, 04B,Kara Walker,"An Army Train from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,,"image: 16 15/16 x 34 7/16 inches (43 x 87.5 cm)
Sheet: 39 × 53 inches (99.1 × 134.6 cm)
Frame: 42 1/8 × 56 1/8 × 2 inches (107 × 142.6 × 5.1 cm)"
2006.7.1.7,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 21B",Screen, 21B,Kara Walker,"Lost Mountain at Sunrise from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,,"image: 16 15/16 x 34 7/16 inches (43 x 87.5 cm)
Sheet: 39 × 53 inches (99.1 × 134.6 cm)
Frame: 42 1/8 × 56 1/8 × 2 inches (107 × 142.6 × 5.1 cm)"
2006.7.1.8,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 21A",Screen, 21A,Kara Walker,"Scene of McPherson's Death from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,,"image: 16 15/16 x 34 7/16 inches (43 x 87.5 cm)
Sheet: 53 × 39 inches (134.6 × 99.1 cm)
Frame: 56 1/8 × 42 1/8 × 2 inches (142.6 × 107 × 5.1 cm)"
2006.7.1.9,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 21B",Screen, 21B,Kara Walker,"Confederate Prisoners Being Conducted from Jonesborough to Atlanta from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,,"image: 16 15/16 x 34 7/16 inches (43 x 87.5 cm)
Sheet: 39 × 53 inches (99.1 × 134.6 cm)
Frame: 42 1/8 × 56 1/8 × 2 inches (107 × 142.6 × 5.1 cm)"
2006.7.1.10,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 05B",Screen, 05B,Kara Walker,"Pack-Mules in the Mountains from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,,"image: 16 15/16 x 34 7/16 inches (43 x 87.5 cm)
Sheet: 53 × 39 inches (134.6 × 99.1 cm)
Frame: 56 1/8 × 42 1/8 × 2 inches (142.6 × 107 × 5.1 cm)"
2006.7.1.11,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 21B",Screen, 21B,Kara Walker,"Cotton Hoards in Southern Swamp from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,,"image: 16 15/16 x 34 7/16 inches (43 x 87.5 cm)
Sheet: 39 × 53 inches (99.1 × 134.6 cm)
Frame: 42 1/8 × 56 1/8 × 2 inches (107 × 142.6 × 5.1 cm)"
2006.7.1.12,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 21B",Screen, 21B,Kara Walker,"Exodus of Confederates from Atlanta from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,,"image: 16 15/16 x 34 7/16 inches (43 x 87.5 cm)
Sheet: 39 × 53 inches (99.1 × 134.6 cm)
Frame: 42 1/8 × 56 1/8 × 2 inches (107 × 142.6 × 5.1 cm)"
2006.7.1.13,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 05B",Screen, 05B,Kara Walker,"Signal Station, Summit of Maryland Heights from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,,"image: 16 15/16 x 34 7/16 inches (43 x 87.5 cm)
Sheet: 53 × 39 inches (134.6 × 99.1 cm)
Frame: 56 1/8 × 42 1/8 × 2 inches (142.6 × 107 × 5.1 cm)"
2006.7.1.14,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 21A",Screen, 21A,Kara Walker,"Buzzard's Roost Pass from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,,"image: 16 15/16 x 34 7/16 inches (43 x 87.5 cm)
Sheet: 53 × 39 inches (134.6 × 99.1 cm)
Frame: 56 1/8 × 42 1/8 × 2 inches (142.6 × 107 × 5.1 cm)"
2006.7.1.15,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 21B",Screen, 21B,Kara Walker,"Alabama Loyalists Greeting the Federal Gun-Boats from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,,"image: 16 15/16 x 34 7/16 inches (43 x 87.5 cm)
Sheet: 39 × 53 inches (99.1 × 134.6 cm)
Frame: 42 1/8 × 56 1/8 × 2 inches (107 × 142.6 × 5.1 cm)"
2006.8.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56A",Screen, 56A,David Levinthal,"Blackface Series #DL008, 1995",24.02,20.0,,24 x 20 inches (61 x 50.8 cm)
2006.8.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56A",Screen, 56A,David Levinthal,"Blackface Series #DL007, 1995",24.02,20.0,,24 x 20 inches (61 x 50.8 cm)
2006.11.1,"Nasher Museum Building, Nasher Painting Storage Room",,,"Eve Sussman
and the Rufus Corporation","The Wolf in Tempelhof from the film The Rape of the Sabine Women, 2005",39.49,49.02,,39 1/2 x 49 inches (100.3 x 124.5 cm)
2006.11.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49A",Screen, 49A,"Eve Sussman, with the Rufus Corporation","Annette with Rabbits (photographic still from The Rape of the Sabine Women), 2005",40.0,50.98,,40 x 51 inches (101.6 x 129.5 cm)
2006.11.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 50A",Screen, 50A,"Eve Sussman, with the Rufus Corporation","Grayson Rises from the film The Rape of the Sabine Women, 2005",26.5,72.99,,26 1/2 x 73 inches (67.3 x 185.4 cm)
2007.2.1.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 48A",Screen, 48A,,"Speak, Memory of Bamboo, 2005",37.13,47.13,,37 1/8 x 47 1/8 inches (94.3 x 119.7 cm)
2007.2.1.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 48A",Screen, 48A,,"Speak, Memory of Butterflies, 2005",37.13,47.13,,37 1/8 x 47 1/8 inches (94.3 x 119.7 cm)
2007.2.1.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 48A",Screen, 48A,,"Speak, Memory of Dog's Tail Grass, 2005",37.13,47.13,,37 1/8 x 47 1/8 inches (94.3 x 119.7 cm)
2007.2.1.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 47B",Screen, 47B,,"Speak, Memory of Five-Needle Pine, 2005",37.13,47.13,,37 1/8 x 47 1/8 inches (94.3 x 119.7 cm)
2007.2.1.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 48A",Screen, 48A,,"Speak, Memory of Plum Blossoms, 2005",37.13,47.13,,37 1/8 x 47 1/8 inches (94.3 x 119.7 cm)
2007.2.1.6,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 48A",Screen, 48A,,"Speak, Memory of Pomegranate, 2005",37.13,47.13,,37 1/8 x 47 1/8 inches (94.3 x 119.7 cm)
2007.5.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 12B",Screen, 12B,,"Bahsir (Robert Gowens), 1975",83.5,65.98,,83 1/2 x 66 inches (212.1 x 167.6 cm)
2007.7.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56A",Screen, 56A,Bob Thompson,"Untitled (Aurora leaving Cephalus), 1964",12.01,15.98,,12 x 16 inches (30.5 x 40.6 cm)
2007.8.1,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 26",Wall Screen, 26,Dan Perjovschi,"Scan, 1993",119.09,196.85,,119 1/8 x 196 7/8 inches (302.5 x 500 cm)
2007.11.1,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 25",Wall Screen, 25,Lia Perjovschi,"Map of Impressions: White, Late 20th century",54.02,17.99,9.49,54 x 18 x 9 1/2 inches (137.2 x 45.7 x 24.1 cm)
2008.4.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49B",Screen, 49B,Dan Perjovschi,"Red Apples, 1988",5.0,7.01,,"six photographs, each: 5 x 7 inches (12.7 x 17.8 cm)"
2008.5.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49B",Screen, 49B,Lia Perjovschi,"Test of Sleep, 1988",3.5,5.51,,Each: 3 1/2 x 5 1/2 inches (8.9 x 14 cm)
2008.7.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 38A",Screen, 38A,"Barkley L. Hendricks
Born in Philadelphia, Pennsylvania, 1945","View from Behind the School, 2000",22.01,22.01,,"22 x 22 inches (55.9 x 55.9 cm)
Frame: 29 3/8 x 29 3/8 x 1 3/8 inches (74.6 x 74.6 x 3.5 cm)"
2008.10.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 47A",Screen, 47A,Zhang Dali,"Demolition (Ping'an Avenue Beijing), 1999",35.39,23.62,,35 3/8 x 23 5/8 inches (89.9 x 60 cm)
2008.12.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39A",Screen, 39A,David C. Driskell,"Woman in Interior, 2008",37.24,25.24,,"Image/sheet: 37 1/4 x 25 1/4 inches (94.6 x 64.1 cm)
Mat: 48 1/8 x 36 inches (122.2 x 91.4 cm)
Frame: 35 1/8 x 27 1/8 x 1 1/2 inches (89.2 x 68.9 x 3.8 cm)"
2008.18.1,"Nasher Museum Building, Nasher Painting Storage Room",,,Joseph Raffael,"The Next Step, 1986",50.0,32.01,,50 x 32 inches (127 x 81.3 cm)
2009.1.1.A,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 03A",Screen, 03A,"Dario Robleto
Born in San Antonio, Texas, 1972","Lamb of Man, 2006–2007",60.0,185.0,7.99,"Overall assembled: 60 x 185 x 8 inches (152.4 x 469.9 x 20.3 cm)
Each panel: 60 x 60 x 4 3/48 inches (152.4 x 152.4 x 12.1 cm)"
2009.1.1.B,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 03A",Screen, 03A,"Dario Robleto
Born in San Antonio, Texas, 1972","Atom and Eve, 2006–2007",60.0,185.0,7.99,"Overall assembled: 60 x 185 x 8 inches (152.4 x 469.9 x 20.3 cm)
Each panel: 60 x 60 x 4 3/48 inches (152.4 x 152.4 x 12.1 cm)"
2009.1.1.C,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 10A",Screen, 10A,"Dario Robleto
Born in San Antonio, Texas, 1972","Americana Materia Medica, 2006–2007",60.0,185.0,7.99,"Overall assembled: 60 x 185 x 8 inches (152.4 x 469.9 x 20.3 cm)
Each panel: 60 x 60 x 4 3/48 inches (152.4 x 152.4 x 12.1 cm)"
2009.3.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39A",Screen, 39A,,"Ode to Affirmative Action, 1989",22.99,29.02,,23 x 29 inches (58.4 x 73.7 cm)
2009.4.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 53B",Screen, 53B,"Noah Davis
Born in Seattle, Washington, 1983","Black Widow with Brothers Fighting, 2008",52.01,60.0,,52 x 60 inches (132.1 x 152.4 cm)
2009.9.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 27B",Screen, 27B,S. Felrath Hines,"Yellow on Yellow, c. 1968",40.0,34.02,,"40 × 34 inches (101.6 × 86.4 cm)
Frame: 40 3/4 × 34 3/4 × 1 7/8 inches (103.5 × 88.3 × 4.8 cm)"
2009.9.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 10A",Screen, 10A,S. Felrath Hines,"Three Grays with Green Circle, 1975",47.01,37.01,,47 x 37 inches (119.4 x 94 cm)
2009.9.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 11B",Screen, 11B,S. Felrath Hines,"Kellylike, 1984",47.99,54.02,,"48 × 54 inches (121.9 × 137.2 cm)
Frame: 48 11/16 × 54 3/4 × 1 7/8 inches (123.7 × 139.1 × 4.8 cm)"
2009.11.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56A",Screen, 56A,Carolee Schneemann,"Schlaget auf, 1970",19.25,,,32 x 19 ¼ inches
2009.11.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56A",Screen, 56A,Carolee Schneemann,"Schlaget auf, 1970",19.25,40.98,,19 1/4 × 41 inches (48.9 × 104.1 cm)
2009.11.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56A",Screen, 56A,Carolee Schneemann,"Schlaget auf, 1970",19.25,,,29 ¾ x 19 ¼ inches
2009.11.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56A",Screen, 56A,Carolee Schneemann,"Schlaget auf, 1970",19.25,,,41 x 19 ¼ inches
2009.13.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 47A",Screen, 47A,Jake Berthot,"Double Bar White, 1977–1978",74.02,52.01,,74 x 52 inches (188 x 132.1 cm)
2009.13.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 50A",Screen, 50A,Joan Snyder,"This Ancient Tree, 1988",62.01,84.02,,62 x 84 inches (157.5 x 213.4 cm)
2009.15.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 29B",Screen, 29B,William Etty,"Bathers, 19th century",15.51,11.5,,"15 1/2 x 11 1/2 inches (39.4 x 29.2 cm)
Frame: 21 x 16 7/8 x 2 inches (53.3 x 42.9 x 5.1 cm)"
2009.16.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49B",Screen, 49B,Alice Wagner,"Serie Percusión (Percussion Series), 2009",12.64,12.64,,12 5/8 x 12 5/8 inches (32.1 x 32.1 cm) each
2009.16.1.A,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49B",Screen, 49B,Alice Wagner,"Serie Percusión (Percussion Series), 2009",12.64,12.64,,12 5/8 x 12 5/8 inches (32.1 x 32.1 cm)
2009.16.1.B,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49B",Screen, 49B,Alice Wagner,"Serie Percusión (Percussion Series), 2009",12.625,12.625,,12 5/8 x 12 5/8 inches
2009.16.1.C,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49B",Screen, 49B,Alice Wagner,"Serie Percusión (Percussion Series), 2009",12.625,12.625,,12 5/8 x 12 5/8 inches
2009.16.1.D,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49B",Screen, 49B,Alice Wagner,"Serie Percusión (Percussion Series), 2009",12.625,12.625,,12 5/8 x 12 5/8 inches
2009.16.1.E,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49B",Screen, 49B,Alice Wagner,"Serie Percusión (Percussion Series), 2009",12.625,12.625,,12 5/8 x 12 5/8 inches
2010.3.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 19A",Screen, 19A,Thomas Hart Benton,"First Crop, 1944",20.98,29.76,,21 x 29 3/4 inches (53.3 x 75.6 cm)
2010.3.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 23B",Screen, 23B,Charles Burchfield,"October Sunlight, 1949",44.02,19.02,,44 x 19 inches (111.8 x 48.3 cm)
2010.3.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 19A",Screen, 19A,Charles Burchfield,"Row of Maples, 1916",20.0,13.94,,"Image/sheet: 20 x 13 15/16 inches (50.8 x 35.4 cm)
Mat: 24 3/4 x 18 3/4 inches (62.9 x 47.6 cm)
Frame: 29 1/2 x 23 1/4 x 1 inches (74.9 x 59.1 x 2.5 cm)"
2010.3.7,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 19A",Screen, 19A,Giorgio de Chirico,"The Politician, 1971",11.89,9.49,,"11 7/8 x 9 1/2 inches (30.2 x 24.1 cm)
Frame: 19 7/8 x 20 1/2 x 2 inches (50.5 x 52.1 x 5.1 cm)"
2010.3.8,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 26B",Screen, 26B,Hans Hofmann,"Untitled, 1942",14.02,17.01,,"Image/sheet: 14 x 17 inches (35.6 x 43.2 cm)
Frame: 22 5/8 x 25 5/8 x 1 1/2 inches (57.5 x 65.1 x 3.8 cm)"
2010.3.9,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 26A",Screen, 26A,Fernand Léger,"Paysage a l'oiseau (Bird in Landscape), 1952",25.75,36.26,,25 3/4 x 36 1/4 inches (65.4 x 92.1 cm)
2010.3.10,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 25B",Screen, 25B,Roy Lichtenstein,"Water Lilies (Pink Flower), 1992",43.5,38.5,,43 1/2 x 38 1/2 inches (110.5 x 97.8 cm)
2010.3.12,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 20B",Screen, 20B,Reginald Marsh,"Dalí's Dream of Venus, 1939",26.5,39.49,,26 1/2 x 39 1/2 inches (67.3 x 100.3 cm)
2010.3.13,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 26A",Screen, 26A,Edward Henry Potthast,"Beach Scene, c. 1910–1920",11.14,15.12,,"Image/sheet: 11 1/8 x 15 1/8 inches (28.3 x 38.4 cm)
Mat: 16 3/8 x 20 1/4 inches (41.6 x 51.4 cm)
Frame: 19 x 23 x 2 inches (48.3 x 58.4 x 5.1 cm)"
2010.4.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 41A",Screen, 41A,Jeff Whetstone,"Johnny from the series Post-Pleistocene, 2007",40.0,50.0,,Image/sheet: 40 x 50 inches (101.6 x 127 cm)
2010.6.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 45B",Screen, 45B,"Xaviera Simmons
Born in New York, New York, 1974","Session One: Around the Y from the project Thundersnow Road, North Carolina, 2010",40.12,50.0,0.12,Image/sheet: 40 1/8 x 50 x 1/8 inches (101.9 x 127 x 0.3 cm)
2010.6.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 45B",Screen, 45B,"Xaviera Simmons
Born in New York, New York, 1974","Session Three: Player from the project Thundersnow Road, North Carolina, 2010",40.12,50.0,0.12,Image/sheet: 40 1/8 x 50 x 1/8 inches (101.9 x 127 x 0.3 cm)
2010.6.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 45B",Screen, 45B,"Xaviera Simmons
Born in New York, New York, 1974","Session Four: Thundersnow Road from the project Thundersnow Road, North Carolina, 2010",40.12,50.0,0.12,Image/sheet: 40 1/8 x 50 x 1/8 inches (101.9 x 127 x 0.3 cm)
2010.6.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 45B",Screen, 45B,"Xaviera Simmons
Born in New York, New York, 1974","Session Six: Kitty Hawk from the project Thundersnow Road, North Carolina, 2010",40.12,50.0,0.12,Image/sheet: 40 1/8 x 50 x 1/8 inches (101.9 x 127 x 0.3 cm)
2010.10.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 46A",Screen, 46A,Rineke Dijkstra,"Tamir, Golani Brigade, Orev Unit, Elyacim, Israel, May 26, 1999, 1999",70.87,59.06,,70 7/8 x 59 1/16 inches (180 x 150 cm)
2010.10.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 43A",Screen, 43A,Purvis Young,"Untitled, c. 1985–1999",32.52,32.52,,32 1/2 x 32 1/2 inches (82.6 x 82.6 cm)
2010.10.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 43A",Screen, 43A,Purvis Young,"Untitled, c. 1985–1999",50.98,49.02,,51 x 49 inches (129.5 x 124.5 cm)
2010.10.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 29A",Screen, 29A,Purvis Young,"Untitled, c. 1985–1999",32.52,47.99,,32 1/2 x 48 inches (82.6 x 121.9 cm)
2010.10.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 43A",Screen, 43A,Purvis Young,"Untitled, c. 1985–1999",16.26,44.25,,16 1/4 x 44 1/4 inches (41.3 x 112.4 cm)
2010.10.6,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 43B",Screen, 43B,Purvis Young,"Untitled, c. 1985–1999",48.5,37.99,,48 1/2 x 38 inches (123.2 x 96.5 cm)
2010.10.7,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 43A",Screen, 43A,Purvis Young,"Untitled, c. 1985–1999",95.98,18.27,,96 x 18 1/4 inches (243.8 x 46.4 cm)
2010.11.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 43B",Screen, 43B,"Paul Graham, British, born 1956","Man walking with blue bags, Augusta from the series American Night, 2002",74.61,93.86,,"Image: 74 5/8 x 93 7/8 inches (189.5 x 238.4 cm)
Sheet: 
Frame:"
2010.12.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,Mickalene Thomas,"Lovely Six Foota, 2007",51.61,62.99,2.24,Frame: 51 5/8 × 63 × 2 1/4 inches (131.1 × 160 × 5.7 cm)
2010.13.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 47A",Screen, 47A,Alma Thomas,"Late Night Reflections, 1972",28.74,44.02,,"28 3/4 x 44 inches (73 x 111.8 cm)
Frame: 30 x 45 1/2 x 1 3/4 inches (76.2 x 115.6 x 4.4 cm)"
2010.14.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40A",Screen, 40A,"Lynette Yiadom-Boakye
Born in London, England, 1977","Tambourine, 2010",98.39,74.76,,98 3/8 x 74 3/4 inches (249.9 x 189.9 cm)
2010.15.1,"Nasher Museum Building, Nasher Painting Storage Room, back wall screen",Back Wall Screen,,Jeff Sonhouse,"Decompositioning, 2010",82.01,76.26,,82 x 76 1/4 inches (208.3 x 193.7 cm)
2011.1.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 11B",Screen, 11B,Beverly McIver,"Love Mom, 2011",35.98,35.98,,"36 x 36 inches (91.4 x 91.4 cm)
Frame: 37 x 37 x 2 1/2 inches (94 x 94 x 6.4 cm)"
2011.2.1,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 42",Wall Screen, 42,"Vicente Carducho (attributed). Italian,1570 - 1638, active in Spain 1585-1638","The Virgin Contemplating Instruments of the Passion, c. 1620–1630",52.64,43.5,4.02,52 5/8 × 43 1/2 × 4 inches (133.7 × 110.5 × 10.2 cm)
2011.7.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39B",Screen, 39B,,"Flux, 2011",50.0,37.99,,Image: 50 x 38 inches (127 x 96.5 cm)
2011.10.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49A",Screen, 49A,Kathryn Andrews,"Gift, 2011",43.5,43.5,,"Image/sheet: 43 1/2 x 43 1/2 inches (110.5 x 110.5 cm)
Frame: 43 3/4 x 43 3/4 x 1 1/2 inches (111.1 x 111.1 x 3.8 cm)"
2011.11.1,"Nasher Museum Building, Nasher Works On Paper Storage Room, Cabinet 1, Shelf 5",,,Pedro Lasch,"Desplazamiento de la memoria (Memory Shift) from the Black Mirror Series, 2008",50.12,24.88,0.24,Image: 50 1/8 x 24 7/8 x 1/4 inches (127.3 x 63.2 x 0.6 cm)
2011.12.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 36B",Screen, 36B,Oleg Kudryashov,"Industrial Landscape (447), 1982",58.27,40.51,,"Image/sheet: 58 1/4 x 40 1/2 inches (148 x 102.9 cm)
Frame: 59 7/8 x 42 x 1 1/4 inches (152.1 x 106.7 x 3.2 cm)"
2011.15.1,"Nasher Museum Building, Nasher Painting Storage Room",,,Ai Weiwei,"Marble Chair, 2008",47.24,22.05,18.11,47 1/4 x 22 1/16 x 18 1/8 inches (120 x 56 x 46 cm)
2011.18.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 46B",Screen, 46B,"Burk Uzzle
Born in Raleigh, North Carolina, 1938","Orange Trailer, Arizona, 2006",40.0,50.0,,"40 x 50 inches (101.6 x 127 cm)
Frame: 41 7/8 x 52 x 2 inches (106.4 x 132.1 x 5.1 cm)"
2011.18.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 46B",Screen, 46B,"Burk Uzzle
Born in Raleigh, North Carolina, 1938","Tree with Refrigerator, Washington, 2006",40.0,50.0,,"40 x 50 inches (101.6 x 127 cm)
Frame: 41 7/8 x 52 x 2 inches (106.4 x 132.1 x 5.1 cm)"
